9,0,0,0,1,4,0,0
11,0,0,0,0,0,200,0
10,0,0,0,0.6,4,0,0
11,0,0,0,0,0,4000,0
2,0.5,0.5,1,0,0,0,0
12,0,0,0,0,0,0,2
